"restaurant_name","cuisine_type","cost_of_the_order","rating","day_of_wk","customer_num_order","rst_num_order","customer_neighbourhood","customer_region","complete_time","rst_num_order_binned","Cluster"
"RedFarm Broadway","Chinese",16.2,3.4,"Sat",2,59,"Midtown","Midtown",47,"Mid","cluster_2"
"Mamoun's Falafel","Mediterranean",14.46,3.7,"Sun",1,7,"Battery Park City","South Manhattan",49,"Low","cluster_2"
"Serafina Fabulous Pizza","Italian",19.5,3.4,"Mon",1,5,"Upper West Side","West Side",55,"Low","cluster_1"
"Blue Ribbon Sushi","Japanese",14.5,3.5,"Sat",1,119,"Upper West Side","West Side",56,"High","cluster_1"
"Five Guys Burgers and Fries","American",13,3.3,"Sun",2,29,"Hell's Kitchen","West Side",56,"Mid","cluster_1"
"TAO","Japanese",25.27,3.9,"Thu",2,49,"Midtown","Midtown",63,"Mid","cluster_3"
"Blue Ribbon Sushi","Japanese",12.08,3.4,"Sun",2,119,"Upper East Side","East Side",55,"High","cluster_1"
"Shake Shack","American",12.18,3.3,"Sat",2,219,"Harlem","Upper Manhattan",50,"Very High","cluster_2"
"Shake Shack","American",29.1,3.7,"Sat",2,219,"Midtown","Midtown",50,"Very High","cluster_3"
"RedFarm Hudson","Chinese",12.61,3.6,"Sat",1,55,"Upper West Side","West Side",53,"Mid","cluster_1"
"Sushi of Gari 46","Japanese",12.18,3.4,"Tue",2,37,"Midtown","Midtown",50,"Mid","cluster_2"
"Shake Shack","American",8.63,3.3,"Sat",5,219,"East Village","South Manhattan",52,"Very High","cluster_0"
"Yama Japanese Restaurant","Japanese",9.02,3.7,"Tue",2,18,"SoHo","South Manhattan",58,"Low","cluster_1"
"Blue Ribbon Fried Chicken","American",29.05,3.9,"Sat",2,96,"Theater District","Midtown",59,"High","cluster_3"
"Sushi Samba","Japanese",14.02,3.3,"Sun",2,11,"Upper West Side","West Side",59,"Low","cluster_1"
"Carmine's","Italian",29.05,4.9,"Wed",3,3,"Upper East Side","East Side",65,"Low","cluster_3"
"Despana","Spanish",16.06,2.8,"Sun",2,2,"East Harlem","Upper Manhattan",38,"Low","cluster_2"
"The Meatball Shop","Italian",24.3,3.8,"Sun",2,132,"Upper West Side","West Side",53,"Very High","cluster_3"
"Blue Ribbon Sushi Bar & Grill","Japanese",12.13,3.2,"Sun",3,44,"Lower East Side","South Manhattan",50,"Mid","cluster_2"
"RedFarm Broadway","Chinese",9.27,4,"Tue",1,59,"West Village","South Manhattan",61,"Mid","cluster_1"
"Blue Ribbon Sushi Bar & Grill","Japanese",4.9,3.5,"Wed",1,44,"Theater District","Midtown",61,"Mid","cluster_1"
"Emporio","Italian",31.43,4.2,"Sun",1,1,"Greenwich Village","South Manhattan",54,"Low","cluster_3"
"Parm","Italian",9.12,3.2,"Sun",2,68,"Chelsea","West Side",44,"High","cluster_2"
"Blue Ribbon Sushi Bar & Grill","Japanese",15.33,3.7,"Sat",2,44,"West Village","South Manhattan",61,"Mid","cluster_1"
"Blue Ribbon Fried Chicken","American",12.13,3.3,"Sat",3,96,"Hell's Kitchen","West Side",51,"High","cluster_2"
"Jack's Wife Freda","Mediterranean",16.15,3.3,"Mon",3,25,"Upper West Side","West Side",46,"Mid","cluster_2"
"Jack's Wife Freda","Mediterranean",6.74,3.5,"Sat",2,25,"Chelsea","West Side",47,"Mid","cluster_2"
"Parm","Italian",7.38,3.2,"Sun",2,68,"West Village","South Manhattan",46,"High","cluster_2"
"Tamarind TriBeCa","Indian",6.69,3.3,"Sun",3,27,"Kips Bay","East Side",40,"Mid","cluster_2"
"Hill Country Fried Chicken","Southern",12.47,3.9,"Sat",1,14,"Hell's Kitchen","West Side",57,"Low","cluster_1"
"Osteria Morini","Italian",6.79,3.7,"Tue",2,14,"Inwood","Upper Manhattan",61,"Low","cluster_1"
"Sushi of Gari 46","Japanese",12.13,3.2,"Mon",1,37,"Gramercy","East Side",62,"Mid","cluster_1"
"Shake Shack","American",12.18,3.1,"Sat",3,219,"East Harlem","Upper Manhattan",41,"Very High","cluster_2"
"Otto Enoteca Pizzeria","Italian",24.25,4.8,"Wed",1,12,"Upper East Side","East Side",61,"Low","cluster_3"
"Empanada Mama","Mexican",22.75,3.6,"Sun",1,13,"Upper East Side","East Side",47,"Low","cluster_3"
"Rubirosa","Italian",24.3,4.5,"Wed",2,37,"Hell's Kitchen","West Side",60,"Mid","cluster_3"
"The Meatball Shop","Italian",13.05,4.1,"Wed",3,132,"Greenwich Village","South Manhattan",54,"Very High","cluster_1"
"Cafe China","Chinese",15.57,4.4,"Wed",1,6,"West Village","South Manhattan",65,"Low","cluster_1"
"Rubirosa","Italian",12.95,3.5,"Sat",3,37,"Harlem","Upper Manhattan",55,"Mid","cluster_1"
"Sushi of Gari","Japanese",22.75,3.9,"Sat",2,16,"Upper East Side","East Side",52,"Low","cluster_3"
"Momoya","Japanese",24.3,3.5,"Sun",1,30,"Hell's Kitchen","West Side",48,"Mid","cluster_3"
"Parm","Italian",14.02,3.7,"Thu",3,68,"Midtown","Midtown",60,"High","cluster_1"
"Friend of a Farmer","American",24.2,3.7,"Sat",2,3,"Theater District","Midtown",60,"Low","cluster_3"
"Wa Jeal","Chinese",6.74,3.4,"Sun",1,1,"Upper East Side","East Side",56,"Low","cluster_1"
"Blue Ribbon Sushi","Japanese",14.02,3.3,"Sun",4,119,"Upper East Side","East Side",51,"High","cluster_2"
"RedFarm Broadway","Chinese",14.07,3.3,"Sun",2,59,"Upper East Side","East Side",35,"Mid","cluster_2"
"RedFarm Hudson","Chinese",12.18,3.7,"Sat",2,55,"SoHo","South Manhattan",58,"Mid","cluster_1"
"Jack's Wife Freda","Mediterranean",12.95,4.2,"Wed",2,25,"East Harlem","Upper Manhattan",55,"Mid","cluster_1"
"Parm","Italian",15.37,3.7,"Sat",1,68,"Chelsea","West Side",52,"High","cluster_1"
"RedFarm Broadway","Chinese",7.67,3.2,"Sat",2,59,"East Village","South Manhattan",39,"Mid","cluster_2"
"Vanessa's Dumplings","Chinese",8.3,3.1,"Sun",2,13,"Upper West Side","West Side",44,"Low","cluster_2"
"Rubirosa","Italian",12.18,3.6,"Sat",1,37,"Chelsea","West Side",53,"Mid","cluster_1"
"Blue Ribbon Fried Chicken","American",29.44,4.2,"Sat",4,96,"Upper East Side","East Side",60,"High","cluster_3"
"Blue Ribbon Sushi Bar & Grill","Japanese",12.56,3.6,"Thu",1,44,"Chelsea","West Side",59,"Mid","cluster_1"
"Han Dynasty","Chinese",12.18,3.5,"Sat",3,46,"Gramercy","East Side",45,"Mid","cluster_2"
"Xi'an Famous Foods","Chinese",14.12,4,"Wed",1,9,"Washington Heights","Upper Manhattan",55,"Low","cluster_1"
"Shake Shack","American",25.22,3.4,"Sun",5,219,"Midtown","Midtown",54,"Very High","cluster_3"
"Cafeteria","American",13.05,3.4,"Sat",1,9,"Chelsea","West Side",47,"Low","cluster_2"
"Shake Shack","American",12.08,3.4,"Sat",1,219,"Hell's Kitchen","West Side",51,"Very High","cluster_2"
"ilili Restaurant","Middle Eastern",24.2,4.4,"Wed",6,18,"East Harlem","Upper Manhattan",58,"Low","cluster_3"
"Tamarind TriBeCa","Indian",12.47,3.7,"Sat",5,27,"Upper West Side","West Side",58,"Mid","cluster_1"
"The Kati Roll Company","Indian",5.87,3.2,"Fri",1,16,"Chelsea","West Side",56,"Low","cluster_1"
"Le Zie 2000 Trattoria","Italian",15.47,3.7,"Sun",3,1,"Upper East Side","East Side",52,"Low","cluster_1"
"Blue Ribbon Fried Chicken","American",24.3,3.3,"Sun",3,96,"Harlem","Upper Manhattan",37,"High","cluster_2"
"Le Grainne Cafe","French",15.96,3.2,"Sat",5,2,"Chelsea","West Side",47,"Low","cluster_0"
"RedFarm Broadway","Chinese",24.2,3.7,"Sat",6,59,"Harlem","Upper Manhattan",50,"Mid","cluster_3"
"Shake Shack","American",8.63,3,"Fri",1,219,"Midtown","Midtown",63,"Very High","cluster_1"
"Han Dynasty","Chinese",16.44,3.7,"Thu",5,46,"Upper West Side","West Side",52,"Mid","cluster_0"
"Shake Shack","American",24.25,3.7,"Sun",2,219,"Lower East Side","South Manhattan",49,"Very High","cluster_3"
"RedFarm Broadway","Chinese",14.12,3.6,"Sat",2,59,"Washington Heights","Upper Manhattan",58,"Mid","cluster_1"
"5 Napkin Burger","American",7.91,3.7,"Wed",2,5,"Harlem","Upper Manhattan",55,"Low","cluster_1"
"Han Dynasty","Chinese",19.4,3.7,"Sat",2,46,"Midtown","Midtown",61,"Mid","cluster_1"
"The Meatball Shop","Italian",21.34,3.5,"Fri",2,132,"Lower East Side","South Manhattan",46,"Very High","cluster_3"
"The Meatball Shop","Italian",13.19,3.6,"Sat",1,132,"Washington Heights","Upper Manhattan",55,"Very High","cluster_1"
"Han Dynasty","Chinese",9.75,3.4,"Sun",1,46,"Nolita","South Manhattan",54,"Mid","cluster_1"
"Shake Shack","American",8.2,3.8,"Wed",2,219,"Hell's Kitchen","West Side",59,"Very High","cluster_1"
"Tamarind TriBeCa","Indian",24.2,4.2,"Sat",1,27,"West Village","South Manhattan",53,"Mid","cluster_3"
"The Meatball Shop","Italian",13.53,3.6,"Sat",1,132,"Financial District","South Manhattan",46,"Very High","cluster_2"
"Vanessa's Dumplings","Chinese",12.13,3.7,"Thu",2,13,"Midtown","Midtown",64,"Low","cluster_1"
"S'MAC","American",9.56,3,"Sun",1,12,"Harlem","Upper Manhattan",47,"Low","cluster_2"
"Five Guys Burgers and Fries","American",5.72,3.7,"Wed",4,29,"Upper East Side","East Side",46,"Mid","cluster_2"
"Sushi of Gari Tribeca","Japanese",9.46,3.3,"Sat",3,24,"Two Bridges","South Manhattan",52,"Mid","cluster_1"
"Parm","Italian",15.91,4.1,"Thu",2,68,"Gramercy","East Side",60,"High","cluster_1"
"Blue Ribbon Sushi","Japanese",29.1,3.9,"Sat",1,119,"Gramercy","East Side",36,"High","cluster_3"
"Blue Ribbon Fried Chicken","American",12.18,3.6,"Sat",2,96,"Lower East Side","South Manhattan",62,"High","cluster_1"
"Westville Hudson","American",20.13,3.4,"Sat",2,15,"Theater District","Midtown",48,"Low","cluster_2"
"Blue Ribbon Sushi","Japanese",33.37,3.8,"Fri",4,119,"Greenwich Village","South Manhattan",57,"High","cluster_3"
"Shake Shack","American",29.15,4.7,"Wed",2,219,"Kips Bay","East Side",62,"Very High","cluster_3"
"Sushi of Gari Tribeca","Japanese",17.03,4.3,"Wed",1,24,"East Village","South Manhattan",65,"Mid","cluster_1"
"Han Dynasty","Chinese",22.31,3.7,"Sat",1,46,"Midtown","Midtown",52,"Mid","cluster_3"
"Sushi Samba","Japanese",31.33,3.9,"Sun",2,11,"Chelsea","West Side",55,"Low","cluster_3"
"Tamarind TriBeCa","Indian",24.2,3.8,"Sun",2,27,"Midtown","Midtown",54,"Mid","cluster_3"
"ilili Restaurant","Middle Eastern",31.43,3.8,"Fri",13,18,"East Village","South Manhattan",55,"Low","cluster_0"
"Shake Shack","American",29.3,4.5,"Tue",2,219,"Upper West Side","West Side",65,"Very High","cluster_3"
"Xi'an Famous Foods","Chinese",6.02,3.4,"Sat",1,9,"Hell's Kitchen","West Side",57,"Low","cluster_1"
"Terakawa Ramen","Japanese",19.6,3.2,"Mon",1,3,"Battery Park City","South Manhattan",49,"Low","cluster_2"
"Blue Ribbon Fried Chicken","American",6.84,3.2,"Sat",3,96,"Chelsea","West Side",50,"High","cluster_2"
"RedFarm Hudson","Chinese",16.49,3.7,"Sat",3,55,"Tribeca","South Manhattan",54,"Mid","cluster_1"
"RedFarm Broadway","Chinese",12.23,3.2,"Sun",1,59,"Midtown","Midtown",51,"Mid","cluster_2"
"Cafe Mogador","Middle Eastern",5.77,3,"Sat",3,18,"Harlem","Upper Manhattan",36,"Low","cluster_2"
"Shake Shack","American",24.3,3.5,"Sun",1,219,"Upper West Side","West Side",40,"Very High","cluster_3"
"Empanada Mama","Mexican",12.37,3.2,"Sun",2,13,"Hell's Kitchen","West Side",54,"Low","cluster_1"
"Blue Ribbon Sushi","Japanese",19.4,3.3,"Sun",2,119,"Upper West Side","West Side",43,"High","cluster_2"
"ilili Restaurant","Middle Eastern",12.23,3.3,"Fri",5,18,"Chelsea","West Side",56,"Low","cluster_0"
"Balthazar Boulangerie","French",29.1,3.5,"Sun",4,10,"Theater District","Midtown",58,"Low","cluster_3"
"Rye House","American",12.13,3.2,"Mon",1,1,"Upper East Side","East Side",56,"Low","cluster_1"
"Momoya","Japanese",25.27,4.3,"Tue",1,30,"Lower East Side","South Manhattan",61,"Mid","cluster_3"
"Shake Shack","American",11.59,2.8,"Fri",3,219,"Midtown","Midtown",48,"Very High","cluster_2"
"TAO","Japanese",13.48,4,"Wed",1,49,"Upper West Side","West Side",59,"Mid","cluster_1"
"S'MAC","American",25.27,3.6,"Sun",1,12,"Upper West Side","West Side",49,"Low","cluster_3"
"Jack's Wife Freda","Mediterranean",20.71,3.7,"Sun",2,25,"Harlem","Upper Manhattan",51,"Mid","cluster_3"
"Blue Ribbon Sushi","Japanese",24.2,3.5,"Sun",3,119,"Chelsea","West Side",47,"High","cluster_3"
"Vanessa's Dumplings","Chinese",24.2,3.5,"Sun",2,13,"Upper West Side","West Side",38,"Low","cluster_3"
"Hiroko's Place","Japanese",13.05,3.5,"Sun",1,1,"Upper East Side","East Side",59,"Low","cluster_1"
"Nobu Next Door","Japanese",15.76,3,"Fri",2,42,"Midtown","Midtown",55,"Mid","cluster_1"
"Grand Sichuan International","Chinese",7.66,3.3,"Fri",1,4,"East Village","South Manhattan",64,"Low","cluster_1"
"Sushi of Gari Tribeca","Japanese",10.86,2.7,"Mon",7,24,"Chelsea","West Side",56,"Mid","cluster_0"
"Shake Shack","American",22.26,4,"Thu",1,219,"Harlem","Upper Manhattan",65,"Very High","cluster_3"
"P.J. Clarke's","American",31.38,3.9,"Sun",2,15,"Upper West Side","West Side",54,"Low","cluster_3"
"Hummus Place","Middle Eastern",29.05,4,"Sun",2,3,"East Village","South Manhattan",43,"Low","cluster_3"
"The Smile","American",7.81,3.1,"Sat",2,18,"Upper West Side","West Side",45,"Low","cluster_2"
"L'Express","French",16.98,3.9,"Tue",1,6,"Upper West Side","West Side",64,"Low","cluster_1"
"Blue Ribbon Sushi","Japanese",29.15,4,"Sat",2,119,"Upper East Side","East Side",50,"High","cluster_3"
"Shake Shack","American",24.3,3.6,"Sun",1,219,"Upper West Side","West Side",45,"Very High","cluster_3"
"Blue Ribbon Brooklyn","American",13.1,3.5,"Sat",1,4,"West Village","South Manhattan",51,"Low","cluster_2"
"5 Napkin Burger","American",25.22,3.9,"Sat",1,5,"NoHo","South Manhattan",48,"Low","cluster_3"
"ilili Restaurant","Middle Eastern",32.93,4.2,"Sat",4,18,"NoHo","South Manhattan",42,"Low","cluster_3"
"Rubirosa","Italian",25.27,4.2,"Tue",3,37,"East Harlem","Upper Manhattan",54,"Mid","cluster_3"
"The Meatball Shop","Italian",12.95,3.1,"Mon",2,132,"Upper West Side","West Side",53,"Very High","cluster_1"
"Shake Shack","American",31.43,3.7,"Sun",3,219,"Washington Heights","Upper Manhattan",46,"Very High","cluster_3"
"Cafe Habana","Mexican",15.62,3.4,"Sat",1,16,"East Village","South Manhattan",48,"Low","cluster_2"
"Zero Otto Nove","Italian",5.87,3.3,"Sat",1,2,"Chelsea","West Side",49,"Low","cluster_2"
"J. G. Melon","American",8.83,2.9,"Sun",3,15,"Theater District","Midtown",50,"Low","cluster_2"
"Olea","Mediterranean",24.2,3.5,"Sun",2,3,"Midtown","Midtown",36,"Low","cluster_2"
"Blue Ribbon Fried Chicken","American",29.3,3.6,"Sat",10,96,"Chelsea","West Side",44,"High","cluster_0"
"Momoya","Japanese",24.3,3.6,"Sun",1,30,"Midtown","Midtown",65,"Mid","cluster_3"
"The Smile","American",25.22,4.1,"Wed",1,18,"Theater District","Midtown",53,"Low","cluster_3"
"Blue Ribbon Fried Chicken","American",12.61,3.6,"Sat",1,96,"Lower East Side","South Manhattan",60,"High","cluster_1"
"Chipotle Mexican Grill","Mexican",29.1,3.5,"Fri",2,23,"East Harlem","Upper Manhattan",54,"Mid","cluster_3"
"Blue Ribbon Sushi","Japanese",21.83,3.6,"Thu",2,119,"Morningside Heights","Upper Manhattan",47,"High","cluster_3"
"Blue Ribbon Fried Chicken","American",9.27,3.2,"Sun",4,96,"Upper East Side","East Side",45,"High","cluster_2"
"Empanada Mama","Mexican",15.37,3.3,"Sat",5,13,"Midtown","Midtown",65,"Low","cluster_1"
"Blue Ribbon Fried Chicken","American",12.18,3.3,"Sun",1,96,"Chelsea","West Side",54,"High","cluster_1"
"Frank Restaurant","Italian",12.08,4.1,"Wed",1,1,"East Village","South Manhattan",51,"Low","cluster_1"
"Grand Sichuan International","Chinese",32.93,4.4,"Sun",1,4,"Upper East Side","East Side",60,"Low","cluster_3"
"Yama 49","Japanese",22.31,3.7,"Sat",2,5,"East Village","South Manhattan",46,"Low","cluster_3"
"Shake Shack","American",15.18,3.3,"Mon",1,219,"East Village","South Manhattan",64,"Very High","cluster_1"
"Blue Ribbon Sushi Izakaya","Japanese",16.01,3,"Mon",5,29,"East Village","South Manhattan",50,"Mid","cluster_0"
"Shake Shack","American",29.1,3.7,"Sun",1,219,"Chelsea","West Side",46,"Very High","cluster_3"
"Blue Ribbon Sushi","Japanese",12.18,3.2,"Sat",5,119,"Chelsea","West Side",47,"High","cluster_0"
"Yama Japanese Restaurant","Japanese",12.08,3.8,"Wed",1,18,"Harlem","Upper Manhattan",58,"Low","cluster_1"
"RedFarm Hudson","Chinese",12.13,3.5,"Sun",3,55,"Tribeca","South Manhattan",58,"Mid","cluster_1"
"Westville Hudson","American",12.56,3.3,"Sat",1,15,"Midtown","Midtown",54,"Low","cluster_1"
"Sushi Samba","Japanese",22.36,3.8,"Sun",1,11,"East Village","South Manhattan",61,"Low","cluster_3"
"Nobu Next Door","Japanese",33.37,3.6,"Sun",6,42,"Midtown","Midtown",53,"Mid","cluster_3"
"Delicatessen","American",12.18,3,"Sun",3,5,"Hell's Kitchen","West Side",41,"Low","cluster_2"
"Balthazar Boulangerie","French",12.23,3.5,"Sat",1,10,"Upper East Side","East Side",58,"Low","cluster_1"
"Dos Caminos","Mexican",12.18,2.9,"Mon",2,8,"East Village","South Manhattan",54,"Low","cluster_1"
"Osteria Morini","Italian",5.77,3,"Sat",7,14,"East Harlem","Upper Manhattan",43,"Low","cluster_0"
"Sushi of Gari 46","Japanese",16.3,3.6,"Sat",1,37,"East Village","South Manhattan",50,"Mid","cluster_2"
"The Kati Roll Company","Indian",11.64,3.7,"Sat",2,16,"East Village","South Manhattan",52,"Low","cluster_1"
"The Meatball Shop","Italian",15.91,3.8,"Sat",1,132,"Upper East Side","East Side",46,"Very High","cluster_2"
"Vanessa's Dumpling House","Chinese",16.49,3.6,"Sat",3,9,"Upper West Side","West Side",51,"Low","cluster_1"
"Sarabeth's West","American",14.12,3.6,"Thu",2,1,"Hell's Kitchen","West Side",54,"Low","cluster_1"
"Rubirosa","Italian",7.95,4,"Wed",1,37,"Upper East Side","East Side",46,"Mid","cluster_2"
"Nobu Next Door","Japanese",9.7,2.7,"Sun",2,42,"Midtown","Midtown",40,"Mid","cluster_2"
"Cafeteria","American",15.52,3.4,"Sun",2,9,"Hell's Kitchen","West Side",58,"Low","cluster_1"
"Han Dynasty","Chinese",16.2,3.5,"Sat",1,46,"East Harlem","Upper Manhattan",47,"Mid","cluster_2"
"Blue Ribbon Sushi","Japanese",24.3,3.6,"Sat",4,119,"SoHo","South Manhattan",44,"High","cluster_3"
"Cafe China","Chinese",12.61,3.1,"Sun",1,6,"Washington Heights","Upper Manhattan",40,"Low","cluster_2"
"Sushi of Gari 46","Japanese",22.26,3.6,"Sun",1,37,"Lower East Side","South Manhattan",50,"Mid","cluster_3"
"Parm","Italian",9.07,3,"Fri",2,68,"Midtown","Midtown",53,"High","cluster_1"
"Nobu Next Door","Japanese",7.86,2.7,"Fri",1,42,"Washington Heights","Upper Manhattan",47,"Mid","cluster_2"
"Parm","Italian",12.23,3.8,"Tue",1,68,"Washington Heights","Upper Manhattan",53,"High","cluster_1"
"Shake Shack","American",21.39,3.6,"Sun",2,219,"Upper West Side","West Side",55,"Very High","cluster_3"
"Shake Shack","American",16.93,3.4,"Sat",5,219,"Midtown","Midtown",63,"Very High","cluster_1"
"Mamoun's Falafel","Mediterranean",14.41,3.8,"Sun",1,7,"Chelsea","West Side",59,"Low","cluster_1"
"Momoya","Japanese",8.05,3.1,"Sat",4,30,"East Harlem","Upper Manhattan",56,"Mid","cluster_1"
"RedFarm Hudson","Chinese",19.35,3.5,"Fri",1,55,"Harlem","Upper Manhattan",63,"Mid","cluster_1"
"Shake Shack","American",16.98,3.5,"Sun",3,219,"Kips Bay","East Side",46,"Very High","cluster_2"
"The Meatball Shop","Italian",11.64,3.5,"Sat",4,132,"Greenwich Village","South Manhattan",47,"Very High","cluster_2"
"Cho Dang Gol","Korean",12.18,3.5,"Tue",4,6,"Upper East Side","East Side",46,"Low","cluster_2"
"DuMont Burger","American",24.25,3.8,"Sat",4,3,"Murray Hill","East Side",48,"Low","cluster_3"
"Blue Ribbon Sushi","Japanese",19.45,3.4,"Fri",1,119,"Hell's Kitchen","West Side",56,"High","cluster_1"
"S'MAC","American",16.11,3.6,"Thu",1,12,"East Harlem","Upper Manhattan",49,"Low","cluster_2"
"Sushi of Gari 46","Japanese",31.43,3.9,"Sun",1,37,"Upper West Side","West Side",59,"Mid","cluster_3"
"The Meatball Shop","Italian",25.27,4.1,"Sat",1,132,"West Village","South Manhattan",54,"Very High","cluster_3"
"Blue Ribbon Sushi","Japanese",16.596671949286876,3,"Sun",4,119,"Hell's Kitchen","West Side",47,"High","cluster_2"
"Xi'an Famous Foods","Chinese",20.86,4,"Sat",3,9,"SoHo","South Manhattan",61,"Low","cluster_3"
"Blue Ribbon Sushi","Japanese",8.54,3.2,"Sat",2,119,"Midtown","Midtown",63,"High","cluster_1"
"RedFarm Broadway","Chinese",31.43,4.2,"Sat",1,59,"Upper West Side","West Side",53,"Mid","cluster_3"
"J. G. Melon","American",19.4,3.4,"Mon",2,15,"Lower East Side","South Manhattan",61,"Low","cluster_1"
"Shake Shack","American",12.23,3.6,"Tue",1,219,"Theater District","Midtown",55,"Very High","cluster_1"
"Yama Japanese Restaurant","Japanese",6.69,2.9,"Sat",2,18,"Midtown","Midtown",45,"Low","cluster_2"
"Blue Ribbon Fried Chicken","American",29.59,4,"Sat",2,96,"East Village","South Manhattan",48,"High","cluster_3"
"Shake Shack","American",16.596671949286876,3.6,"Sun",1,219,"Midtown","Midtown",63,"Very High","cluster_1"
"DuMont Burger","American",12.56,3.6,"Sat",4,3,"Murray Hill","East Side",54,"Low","cluster_1"
"Amy Ruth's","Southern",12.23,4.5,"Tue",2,3,"Upper East Side","East Side",65,"Low","cluster_1"
"The Meatball Shop","Italian",13.53,4.1,"Wed",3,132,"Lower East Side","South Manhattan",51,"Very High","cluster_1"
"'wichcraft","American",8.1,3.5,"Tue",1,1,"Theater District","Midtown",56,"Low","cluster_1"
"Blue Ribbon Sushi","Japanese",5.92,3,"Fri",2,119,"East Village","South Manhattan",58,"High","cluster_1"
"Blue Ribbon Sushi","Japanese",12.13,3.1,"Sun",2,119,"Lower East Side","South Manhattan",43,"High","cluster_2"
"Shake Shack","American",13.97,3.6,"Sun",3,219,"Upper East Side","East Side",62,"Very High","cluster_1"
"Shake Shack","American",12.23,3.1,"Sun",1,219,"Washington Heights","Upper Manhattan",45,"Very High","cluster_2"
"Melt Shop","American",16.98,3.1,"Sun",4,11,"Midtown","Midtown",49,"Low","cluster_2"
"The Meatball Shop","American",16.596671949286876,2.9,"Sun",1,132,"Midtown","Midtown",47,"Very High","cluster_2"
"Shake Shack","American",31.43,4.1,"Sat",1,219,"Upper West Side","West Side",55,"Very High","cluster_3"
"Shake Shack","American",29.05,4.6,"Wed",1,219,"Financial District","South Manhattan",56,"Very High","cluster_3"
"The Meatball Shop","American",14.5,3.4,"Sun",1,132,"Washington Heights","Upper Manhattan",59,"Very High","cluster_1"
